sex,age,siblings of the passenger	,parents / children aboard the Titanic	,fare,Port of Embarkation	,class,who,alone,survived
male,,1,0,"19,9667",S,Third,man,FALSE,no
male,,1,0,"19,9667",S,Third,man,FALSE,no
female,41,0,2,"20,2125",S,Third,woman,FALSE,no
male,18,1,1,"20,2125",S,Third,man,FALSE,no
female,35,1,1,"20,25",S,Third,woman,FALSE,yes
male,16,1,1,"20,25",S,Third,man,FALSE,no
male,9,0,2,"20,525",S,Third,child,FALSE,yes
female,31,1,1,"20,525",S,Third,woman,FALSE,yes
male,33,1,1,"20,525",S,Third,man,FALSE,no
male,26,1,2,"20,575",S,Third,man,FALSE,no
male,1,1,2,"20,575",S,Third,child,FALSE,yes
female,27,1,0,21,S,Second,woman,FALSE,no
male,29,1,0,21,S,Second,man,FALSE,no
female,35,0,0,21,S,Second,woman,TRUE,yes
male,34,1,0,21,S,Second,man,FALSE,no
male,34,1,0,21,S,Second,man,FALSE,no
female,30,3,0,21,S,Second,woman,FALSE,yes
male,2,3,1,"21,075",S,Third,child,FALSE,no
female,8,3,1,"21,075",S,Third,child,FALSE,no
female,3,3,1,"21,075",S,Third,child,FALSE,no
female,29,0,4,"21,075",S,Third,woman,FALSE,no
male,,2,0,"21,6792",C,Third,man,FALSE,no
female,4,0,2,"22,025",S,Third,child,FALSE,yes
female,,1,1,"22,3583",C,Third,woman,FALSE,yes
female,,0,2,"22,3583",C,Third,woman,FALSE,yes
male,28,0,0,"22,525",S,Third,man,TRUE,no
female,34,0,1,23,S,Second,woman,FALSE,yes
female,18,0,1,23,S,Second,woman,FALSE,yes
female,4,1,1,23,S,Second,child,FALSE,yes
female,54,1,3,23,S,Second,woman,FALSE,yes
male,,2,0,"23,25",Q,Third,man,FALSE,yes
female,,2,0,"23,25",Q,Third,woman,FALSE,yes
male,,1,2,"23,45",S,Third,man,FALSE,no
female,,1,2,"23,45",S,Third,woman,FALSE,no
male,30,1,0,24,C,Second,man,FALSE,no
female,28,1,0,24,C,Second,woman,FALSE,yes
female,,1,0,"24,15",Q,Third,woman,FALSE,yes
female,10,0,2,"24,15",S,Third,child,FALSE,no
male,,0,0,"24,15",Q,Third,man,TRUE,no
male,24,2,0,"24,15",S,Third,man,FALSE,no
male,36,1,1,"24,15",S,Third,man,FALSE,no
male,,1,0,"24,15",Q,Third,man,FALSE,no
female,30,1,1,"24,15",S,Third,woman,FALSE,no
male,39,0,0,"24,15",S,Third,man,TRUE,no
male,,3,1,"25,4667",S,Third,man,FALSE,no
female,,3,1,"25,4667",S,Third,woman,FALSE,no
female,,3,1,"25,4667",S,Third,woman,FALSE,no
female,,3,1,"25,4667",S,Third,woman,FALSE,no
male,47,0,0,"25,5875",S,First,man,TRUE,no
male,,0,0,"25,925",S,First,man,TRUE,no
female,49,0,0,"25,9292",S,First,woman,TRUE,yes
female,48,0,0,"25,9292",S,First,woman,TRUE,yes
male,35,0,0,26,S,Second,man,TRUE,no
female,29,1,0,26,S,Second,woman,FALSE,yes
male,34,1,0,26,S,Second,man,FALSE,no
female,29,1,0,26,S,Second,woman,FALSE,yes
male,"36,5",0,2,26,S,Second,man,FALSE,no
male,3,1,1,26,S,Second,child,FALSE,yes
male,44,1,0,26,S,Second,man,FALSE,no
male,54,1,0,26,S,Second,man,FALSE,no
female,50,0,1,26,S,Second,woman,FALSE,yes
male,,0,0,26,S,First,man,TRUE,no
female,26,1,1,26,S,Second,woman,FALSE,no
female,24,1,0,26,S,Second,woman,FALSE,yes
male,2,1,1,26,S,Second,child,FALSE,yes
male,46,0,0,26,S,Second,man,TRUE,no
female,28,1,0,26,S,Second,woman,FALSE,yes
female,19,0,0,26,S,Second,woman,TRUE,yes
female,42,1,0,26,S,Second,woman,FALSE,yes
female,33,0,2,26,S,Second,woman,FALSE,yes
female,36,1,0,26,S,Second,woman,FALSE,yes
female,2,1,1,26,S,Second,child,FALSE,yes
male,32,1,0,26,S,Second,man,FALSE,yes
male,64,0,0,26,S,First,man,TRUE,no
female,19,1,0,26,S,Second,woman,FALSE,yes
male,27,0,0,26,S,Second,man,TRUE,no
male,54,0,0,26,S,Second,man,TRUE,no
male,37,1,0,26,S,Second,man,FALSE,no
male,39,0,0,26,S,Second,man,TRUE,no
male,25,1,0,26,S,Second,man,FALSE,no
male,16,0,0,26,S,Second,man,TRUE,no
female,44,1,0,26,S,Second,woman,FALSE,no
female,25,0,1,26,S,Second,woman,FALSE,yes
female,8,0,2,"26,25",S,Second,child,FALSE,yes
male,43,1,1,"26,25",S,Second,man,FALSE,no
female,45,1,1,"26,25",S,Second,woman,FALSE,yes
female,7,0,2,"26,25",S,Second,child,FALSE,yes
male,31,1,1,"26,25",S,Second,man,FALSE,no
female,31,1,1,"26,25",S,Second,woman,FALSE,yes
female,19,0,2,"26,2833",S,First,woman,FALSE,yes
male,36,0,0,"26,2875",S,First,man,TRUE,yes
male,35,0,0,"26,2875",S,First,man,TRUE,yes
male,42,0,0,"26,2875",S,First,man,TRUE,yes
male,36,0,0,"26,3875",S,First,man,TRUE,yes
female,58,0,0,"26,55",S,First,woman,TRUE,yes
male,45,0,0,"26,55",S,First,man,TRUE,yes
male,62,0,0,"26,55",S,First,man,TRUE,no
male,28,0,0,"26,55",S,First,man,TRUE,yes
male,34,0,0,"26,55",S,First,man,TRUE,yes
male,65,0,0,"26,55",S,First,man,TRUE,no
male,48,0,0,"26,55",S,First,man,TRUE,yes
male,56,0,0,"26,55",S,First,man,TRUE,no
male,,0,0,"26,55",S,First,man,TRUE,yes
male,45,0,0,"26,55",S,First,man,TRUE,no
male,62,0,0,"26,55",S,First,man,TRUE,no
male,35,0,0,"26,55",C,First,man,TRUE,yes
male,60,0,0,"26,55",S,First,man,TRUE,no
male,,0,0,"26,55",S,First,man,TRUE,no
male,51,0,0,"26,55",S,First,man,TRUE,yes
male,42,1,0,27,S,Second,man,FALSE,no
female,24,2,1,27,S,Second,woman,FALSE,yes
male,25,0,0,"27,5",S,Third,man,TRUE,yes
male,40,0,0,"27,7208",C,First,man,TRUE,no
male,,0,0,"27,7208",C,First,man,TRUE,no
female,44,0,0,"27,7208",C,First,woman,TRUE,yes
male,,0,0,"27,7208",C,First,man,TRUE,no
male,29,1,0,"27,7208",C,Second,man,FALSE,no
female,5,1,2,"27,75",S,Second,child,FALSE,yes
male,36,1,2,"27,75",S,Second,man,FALSE,no
male,30,0,0,"27,75",C,First,man,TRUE,no
female,33,1,2,"27,75",S,Second,woman,FALSE,yes
male,4,3,2,"27,9",S,Third,child,FALSE,no
female,45,1,4,"27,9",S,Third,woman,FALSE,no
male,40,1,4,"27,9",S,Third,man,FALSE,no
female,9,3,2,"27,9",S,Third,child,FALSE,no
female,2,3,2,"27,9",S,Third,child,FALSE,no
male,10,3,2,"27,9",S,Third,child,FALSE,no
male,"45,5",0,0,"28,5",S,First,man,TRUE,no
female,50,0,0,"28,7125",C,First,woman,TRUE,no
male,"0,83",0,2,29,S,Second,child,FALSE,yes
female,22,1,1,29,S,Second,woman,FALSE,yes
male,2,4,1,"29,125",Q,Third,child,FALSE,no
male,4,4,1,"29,125",Q,Third,child,FALSE,no
male,7,4,1,"29,125",Q,Third,child,FALSE,no
male,8,4,1,"29,125",Q,Third,child,FALSE,no
female,39,0,5,"29,125",Q,Third,woman,FALSE,no
male,37,0,1,"29,7",C,First,man,FALSE,no
male,58,0,0,"29,7",C,First,man,TRUE,no
male,,0,0,"29,7",C,First,man,TRUE,yes
female,25,1,1,30,S,Second,woman,FALSE,yes
male,80,0,0,30,S,First,man,TRUE,yes
male,,0,0,30,S,First,man,TRUE,yes
male,29,0,0,30,S,First,man,TRUE,no
female,19,0,0,30,S,First,woman,TRUE,yes
male,26,0,0,30,C,First,man,TRUE,yes
female,14,1,0,"30,0708",C,Second,child,FALSE,yes
male,"32,5",1,0,"30,0708",C,Second,man,FALSE,no
male,,0,0,"30,5",S,First,man,TRUE,yes
male,52,0,0,"30,5",S,First,man,TRUE,yes
male,55,0,0,"30,5",S,First,man,TRUE,no
male,27,0,0,"30,5",S,First,man,TRUE,yes
male,32,0,0,"30,5",C,First,man,TRUE,yes
male,56,0,0,"30,6958",C,First,man,TRUE,no
male,,0,0,"30,6958",C,First,man,TRUE,no
male,40,0,0,31,C,First,man,TRUE,yes
male,,0,0,31,S,First,man,TRUE,no
female,30,0,0,31,C,First,woman,TRUE,yes
male,39,1,5,"31,275",S,Third,man,FALSE,no
female,2,4,2,"31,275",S,Third,child,FALSE,no
female,9,4,2,"31,275",S,Third,child,FALSE,no
female,11,4,2,"31,275",S,Third,child,FALSE,no
female,39,1,5,"31,275",S,Third,woman,FALSE,no
female,6,4,2,"31,275",S,Third,child,FALSE,no
male,4,4,2,"31,275",S,Third,child,FALSE,no
female,38,1,5,"31,3875",S,Third,woman,FALSE,yes
male,9,4,2,"31,3875",S,Third,child,FALSE,no
female,5,4,2,"31,3875",S,Third,child,FALSE,yes
male,3,4,2,"31,3875",S,Third,child,FALSE,yes
male,,0,0,32,S,Second,man,TRUE,no
male,61,0,0,"32,3208",S,First,man,TRUE,no
female,34,1,1,"32,5",S,Second,woman,FALSE,yes
female,,0,0,33,S,Second,woman,TRUE,yes
female,6,0,1,33,S,Second,child,FALSE,yes
male,,0,0,33,S,Second,man,TRUE,no
male,28,0,1,33,S,Second,man,FALSE,no
male,61,0,0,"33,5",S,First,man,TRUE,no
male,47,0,0,"34,0208",S,First,man,TRUE,no
male,16,1,3,"34,375",S,Third,man,FALSE,no
female,9,2,2,"34,375",S,Third,child,FALSE,no
female,21,2,2,"34,375",S,Third,woman,FALSE,no
female,48,1,3,"34,375",S,Third,woman,FALSE,no
male,71,0,0,"34,6542",C,First,man,TRUE,no
male,,0,0,35,S,First,man,TRUE,no
male,28,0,0,"35,5",S,First,man,TRUE,yes
male,,0,0,"35,5",S,First,man,TRUE,yes
male,45,0,0,"35,5",S,First,man,TRUE,no
male,56,0,0,"35,5",C,First,man,TRUE,yes
male,,0,0,"35,8",S,First,man,TRUE,no
male,19,1,1,"36,75",S,Second,man,FALSE,no
male,8,1,1,"36,75",S,Second,child,FALSE,yes
male,,0,0,37,S,First,man,TRUE,no
male,31,1,1,"37,0042",C,Second,man,FALSE,no
male,1,0,2,"37,0042",C,Second,child,FALSE,yes
male,47,0,0,"38,5",S,First,man,TRUE,no
male,1,2,1,39,S,Second,child,FALSE,yes
female,4,2,1,39,S,Second,child,FALSE,yes
female,40,1,1,39,S,Second,woman,FALSE,yes
male,60,1,1,39,S,Second,man,FALSE,no
female,16,0,1,"39,4",S,First,woman,FALSE,yes
female,48,1,0,"39,6",C,First,woman,FALSE,yes
male,,0,0,"39,6",C,First,man,TRUE,no
male,7,4,1,"39,6875",S,Third,child,FALSE,no
male,1,4,1,"39,6875",S,Third,child,FALSE,no
male,16,4,1,"39,6875",S,Third,man,FALSE,no
female,41,0,5,"39,6875",S,Third,woman,FALSE,no
male,14,4,1,"39,6875",S,Third,child,FALSE,no
male,2,4,1,"39,6875",S,Third,child,FALSE,no
male,36,0,0,"40,125",C,First,man,TRUE,no
female,3,1,2,"41,5792",C,Second,child,FALSE,yes
female,22,1,2,"41,5792",C,Second,woman,FALSE,yes
male,25,1,2,"41,5792",C,Second,man,FALSE,no
male,,0,0,"42,4",S,First,man,TRUE,no
male,49,0,0,44,S,Third,man,TRUE,no
male,,0,0,45,S,Second,man,TRUE,no
male,11,5,2,"46,9",S,Third,child,FALSE,no
female,16,5,2,"46,9",S,Third,woman,FALSE,no
male,1,5,2,"46,9",S,Third,child,FALSE,no
male,9,5,2,"46,9",S,Third,child,FALSE,no
female,43,1,6,"46,9",S,Third,woman,FALSE,no
male,14,5,2,"46,9",S,Third,child,FALSE,no
male,28,0,0,"47,1",S,First,man,TRUE,no
female,22,0,2,"49,5",C,First,woman,FALSE,yes
male,71,0,0,"49,5042",C,First,man,TRUE,no
female,24,0,0,"49,5042",C,First,woman,TRUE,yes
male,,0,0,50,S,First,man,TRUE,no
male,31,0,0,"50,4958",S,First,man,TRUE,no
female,53,2,0,"51,4792",S,First,woman,FALSE,yes
male,54,0,0,"51,8625",S,First,man,TRUE,no
female,,1,0,"51,8625",S,First,woman,FALSE,yes
male,42,1,0,52,S,First,man,FALSE,no
male,47,0,0,52,S,First,man,TRUE,no
female,35,1,0,52,S,First,woman,FALSE,yes
male,,0,0,52,S,First,man,TRUE,no
female,,1,0,52,S,First,woman,FALSE,yes
male,31,1,0,52,S,First,man,FALSE,no
male,48,1,0,52,S,First,man,FALSE,yes
male,37,1,1,"52,5542",S,First,man,FALSE,yes
male,42,1,0,"52,5542",S,First,man,FALSE,yes
female,47,1,1,"52,5542",S,First,woman,FALSE,yes
female,35,1,0,"53,1",S,First,woman,FALSE,yes
male,37,1,0,"53,1",S,First,man,FALSE,no
male,27,1,0,"53,1",S,First,man,FALSE,yes
male,19,1,0,"53,1",S,First,man,FALSE,no
female,33,1,0,"53,1",S,First,woman,FALSE,yes
female,,0,1,55,S,First,woman,FALSE,yes
female,22,0,1,55,S,First,woman,FALSE,yes
male,25,1,0,"55,4417",C,First,man,FALSE,yes
male,50,1,0,"55,9",S,First,man,FALSE,no
female,39,1,0,"55,9",S,First,woman,FALSE,yes
male,32,0,0,"56,4958",S,Third,man,TRUE,yes
male,28,0,0,"56,4958",S,Third,man,TRUE,no
male,26,0,0,"56,4958",S,Third,man,TRUE,yes
male,,0,0,"56,4958",S,Third,man,TRUE,yes
male,,0,0,"56,4958",S,Third,man,TRUE,yes
male,,0,0,"56,4958",S,Third,man,TRUE,no
male,32,0,0,"56,4958",S,Third,man,TRUE,yes
female,30,0,0,"56,9292",C,First,woman,TRUE,yes
male,49,1,0,"56,9292",C,First,man,FALSE,yes
male,31,1,0,57,S,First,man,FALSE,yes
female,17,1,0,57,S,First,woman,FALSE,yes
female,16,0,1,"57,9792",C,First,woman,FALSE,yes
female,44,0,1,"57,9792",C,First,woman,FALSE,yes
female,54,1,0,"59,4",C,First,woman,FALSE,yes
male,46,1,0,"61,175",S,First,man,FALSE,no
male,51,0,1,"61,3792",C,First,man,FALSE,no
male,65,0,1,"61,9792",C,First,man,FALSE,no
male,23,0,1,"63,3583",C,First,man,FALSE,yes
female,24,1,2,65,S,Second,woman,FALSE,yes
female,48,1,2,65,S,Second,woman,FALSE,yes
female,22,1,0,"66,6",S,First,woman,FALSE,yes
male,29,1,0,"66,6",S,First,man,FALSE,no
female,24,0,0,"69,3",C,First,woman,TRUE,yes
female,24,0,0,"69,3",C,First,woman,TRUE,yes
male,,8,2,"69,55",S,Third,man,FALSE,no
female,,8,2,"69,55",S,Third,woman,FALSE,no
male,,8,2,"69,55",S,Third,man,FALSE,no
male,,8,2,"69,55",S,Third,man,FALSE,no
female,,8,2,"69,55",S,Third,woman,FALSE,no
male,,8,2,"69,55",S,Third,man,FALSE,no
female,,8,2,"69,55",S,Third,woman,FALSE,no
female,36,0,2,71,S,First,woman,FALSE,yes
male,70,1,1,71,S,First,man,FALSE,no
female,38,1,0,"71,2833",C,First,woman,FALSE,yes
male,21,0,0,"73,5",S,Second,man,TRUE,no
male,21,2,0,"73,5",S,Second,man,FALSE,no
male,18,0,0,"73,5",S,Second,man,TRUE,no
male,24,2,0,"73,5",S,Second,man,FALSE,no
male,32,2,0,"73,5",S,Second,man,FALSE,no
female,60,1,0,"75,25",C,First,woman,FALSE,yes
female,32,0,0,"76,2917",C,First,woman,TRUE,yes
female,49,1,0,"76,7292",C,First,woman,FALSE,yes
male,48,1,0,"76,7292",C,First,man,FALSE,yes
male,27,0,0,"76,7292",C,First,man,TRUE,yes
male,21,0,1,"77,2875",S,First,man,FALSE,no
male,54,0,1,"77,2875",S,First,man,FALSE,no
female,63,1,0,"77,9583",S,First,woman,FALSE,yes
female,21,0,0,"77,9583",S,First,woman,TRUE,yes
female,51,1,0,"77,9583",S,First,woman,FALSE,yes
female,54,1,0,"78,2667",C,First,woman,FALSE,yes
female,52,1,0,"78,2667",C,First,woman,FALSE,yes
female,26,0,0,"78,85",S,First,woman,TRUE,yes
male,36,1,0,"78,85",S,First,man,FALSE,no
male,24,0,0,"79,2",C,First,man,TRUE,no
female,,0,0,"79,2",C,First,woman,TRUE,yes
male,60,1,1,"79,2",C,First,man,FALSE,yes
male,46,0,0,"79,2",C,First,man,TRUE,no
male,52,1,1,"79,65",S,First,man,FALSE,no
female,39,1,1,"79,65",S,First,woman,FALSE,yes
female,18,0,2,"79,65",S,First,woman,FALSE,yes
female,38,0,0,80,S,First,woman,TRUE,yes
male,4,0,2,"81,8583",S,First,child,FALSE,yes
male,28,1,0,"82,1708",C,First,man,FALSE,no
female,,1,0,"82,1708",C,First,woman,FALSE,yes
female,24,0,0,"83,1583",C,First,woman,TRUE,yes
female,39,1,1,"83,1583",C,First,woman,FALSE,yes
female,56,0,1,"83,1583",C,First,woman,FALSE,yes
male,45,1,0,"83,475",S,First,man,FALSE,no
female,35,1,0,"83,475",S,First,woman,FALSE,yes
female,30,0,0,"86,5",S,First,woman,TRUE,yes
female,16,0,0,"86,5",S,First,woman,TRUE,yes
female,33,0,0,"86,5",S,First,woman,TRUE,yes
male,38,0,0,88,S,First,man,TRUE,no
male,49,1,0,"89,1042",C,First,man,FALSE,yes
female,,1,0,"89,1042",C,First,woman,FALSE,yes
male,38,1,0,90,S,First,man,FALSE,yes
male,44,2,0,90,Q,First,man,FALSE,no
female,33,1,0,90,Q,First,woman,FALSE,yes
female,35,1,0,90,S,First,woman,FALSE,yes
female,19,1,0,"91,0792",C,First,woman,FALSE,yes
male,25,1,0,"91,0792",C,First,man,FALSE,yes
female,30,0,0,"93,5",S,First,woman,TRUE,yes
female,52,1,1,"93,5",S,First,woman,FALSE,yes
female,30,0,0,"106,425",C,First,woman,TRUE,yes
male,50,1,0,"106,425",C,First,man,FALSE,no
female,17,1,0,"108,9",C,First,woman,FALSE,yes
male,18,1,0,"108,9",C,First,man,FALSE,no
female,,0,0,"110,8833",C,First,woman,TRUE,yes
male,17,0,2,"110,8833",C,First,man,FALSE,yes
female,39,1,1,"110,8833",C,First,woman,FALSE,yes
male,49,1,1,"110,8833",C,First,man,FALSE,no
female,31,1,0,"113,275",C,First,woman,FALSE,yes
female,23,1,0,"113,275",C,First,woman,FALSE,yes
male,58,0,2,"113,275",C,First,man,FALSE,no
male,36,1,2,120,S,First,man,FALSE,yes
female,14,1,2,120,S,First,child,FALSE,yes
female,36,1,2,120,S,First,woman,FALSE,yes
male,11,1,2,120,S,First,child,FALSE,yes
female,,1,0,"133,65",S,First,woman,FALSE,yes
male,50,2,0,"133,65",S,First,man,FALSE,yes
female,40,1,1,"134,5",C,First,woman,FALSE,yes
female,41,0,0,"134,5",C,First,woman,TRUE,yes
female,35,0,0,"135,6333",S,First,woman,TRUE,yes
female,36,0,0,"135,6333",C,First,woman,TRUE,yes
male,22,0,0,"135,6333",C,First,man,TRUE,no
female,,1,0,"146,5208",C,First,woman,FALSE,yes
female,58,0,0,"146,5208",C,First,woman,TRUE,yes
female,2,1,2,"151,55",S,First,child,FALSE,no
male,"0,92",1,2,"151,55",S,First,child,FALSE,yes
female,25,1,2,"151,55",S,First,woman,FALSE,no
female,22,0,0,"151,55",S,First,woman,TRUE,yes
female,58,0,1,"153,4625",S,First,woman,FALSE,yes
male,38,0,1,"153,4625",S,First,man,FALSE,no
female,40,0,0,"153,4625",S,First,woman,TRUE,yes
female,31,0,2,"164,8667",S,First,woman,FALSE,yes
female,45,1,1,"164,8667",S,First,woman,FALSE,yes
female,15,0,1,"211,3375",S,First,child,FALSE,yes
female,29,0,0,"211,3375",S,First,woman,TRUE,yes
female,43,0,1,"211,3375",S,First,woman,FALSE,yes
male,27,0,2,"211,5",C,First,man,FALSE,no
male,,0,0,"221,7792",S,First,man,TRUE,no
female,42,0,0,"227,525",C,First,woman,TRUE,yes
male,,0,0,"227,525",C,First,man,TRUE,no
female,18,1,0,"227,525",C,First,woman,FALSE,yes
female,38,0,0,"227,525",C,First,woman,TRUE,yes
male,24,0,1,"247,5208",C,First,man,FALSE,no
female,50,0,1,"247,5208",C,First,woman,FALSE,yes
female,18,2,2,"262,375",C,First,woman,FALSE,yes
female,21,2,2,"262,375",C,First,woman,FALSE,yes
male,19,3,2,263,S,First,man,FALSE,no
female,23,3,2,263,S,First,woman,FALSE,yes
female,24,3,2,263,S,First,woman,FALSE,yes
male,64,1,4,263,S,First,man,FALSE,no
female,35,0,0,"512,3292",C,First,woman,TRUE,yes
male,36,0,1,"512,3292",C,First,man,FALSE,yes
male,35,0,0,"512,3292",C,First,man,TRUE,yes
